ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10,group
35950,8600000US35950,35950,115444896,305956,7
95758,8600000US95758,95758,33222382,677143,7
57471,8600000US57471,57471,883270067,32519061,7
43943,8600000US43943,43943,107981541,868176,7
58327,8600000US58327,58327,410450720,39192951,7
12849,8600000US12849,12849,7043412,28971,7
16744,8600000US16744,16744,17809438,0,7
33440,8600000US33440,33440,1703736064,9279902,7
51106,8600000US51106,51106,80695613,1007234,7
07460,8600000US07460,07460,87008288,4364075,7
03224,8600000US03224,03224,104115137,1974143,7
88103,8600000US88103,88103,11214122,172825,7
88026,8600000US88026,88026,13177974,71870,7
12027,8600000US12027,12027,18575314,57932,7
93430,8600000US93430,93430,187111442,12013177,7
94949,8600000US94949,94949,38502477,3594853,7
85745,8600000US85745,85745,174366774,283791,7
12737,8600000US12737,12737,92726146,6008811,7
13342,8600000US13342,13342,20565660,145521,7
13489,8600000US13489,13489,110591132,1302775,7
16939,8600000US16939,16939,6984415,19475,7
29692,8600000US29692,29692,125151351,1793290,7
57433,8600000US57433,57433,327913174,10795442,7
57235,8600000US57235,57235,353028282,19094564,7
10578,8600000US10578,10578,4101865,435996,7
12148,8600000US12148,12148,40531077,3314538,7
12522,8600000US12522,12522,96665430,1148138,7
10501,8600000US10501,10501,3624479,3860,7
68157,8600000US68157,68157,6503534,33186,7
94972,8600000US94972,94972,29959648,2954330,7
33876,8600000US33876,33876,88653947,21836585,7
32350,8600000US32350,32350,132571018,2168114,7
45885,8600000US45885,45885,183522627,568706,7
45356,8600000US45356,45356,197389083,2263518,7
74041,8600000US74041,74041,19302040,249767,7
74636,8600000US74636,74636,135550926,0,7
38379,8600000US38379,38379,76040270,0,7
37888,8600000US37888,37888,141285960,3505618,7
68928,8600000US68928,68928,296457607,29964,7
59243,8600000US59243,59243,987382338,4902813,7
68406,8600000US68406,68406,138720949,22228,7
12420,8600000US12420,12420,10736402,212110,7
28436,8600000US28436,28436,98090812,4666,7
30240,8600000US30240,30240,361460641,71158863,7
27828,8600000US27828,27828,199027653,215171,7
73062,8600000US73062,73062,650867721,3214670,7
17762,8600000US17762,17762,1503794,42602,7
17013,8600000US17013,17013,111114299,1331813,7
15681,8600000US15681,15681,135429956,4103099,7
16728,8600000US16728,16728,14440369,0,7
75791,8600000US75791,75791,99816862,6835432,7
14082,8600000US14082,14082,25716706,288269,7
28206,8600000US28206,28206,18273806,2917,7
12981,8600000US12981,12981,274545751,2005452,7
27260,8600000US27260,27260,31460726,116256,7
27407,8600000US27407,27407,78473687,802659,7
12969,8600000US12969,12969,255512031,4808512,7
17959,8600000US17959,17959,23370187,4630,7
19605,8600000US19605,19605,43375239,1183990,7
15210,8600000US15210,15210,12017761,394012,7
18823,8600000US18823,18823,6905558,159,7
76086,8600000US76086,76086,38017837,48095,7
78130,8600000US78130,78130,239158227,3181517,7
76210,8600000US76210,76210,41604460,1197538,7
28216,8600000US28216,28216,77462414,1572784,7
58572,8600000US58572,58572,448050093,875306,7
43511,8600000US43511,43511,118157324,29912,7
44141,8600000US44141,44141,61289701,294249,7
10532,8600000US10532,10532,4834529,0,7
13680,8600000US13680,13680,91028089,872135,7
28347,8600000US28347,28347,133108824,487933,7
28304,8600000US28304,28304,42722329,560641,7
15851,8600000US15851,15851,242433422,1098802,7
80808,8600000US80808,80808,917777487,491289,7
19904,8600000US19904,19904,114125885,766461,7
12037,8600000US12037,12037,79851434,507311,7
13694,8600000US13694,13694,57885666,1355163,7
43031,8600000US43031,43031,230683340,833309,7
58494,8600000US58494,58494,880511757,27780050,7
43155,8600000US43155,43155,78389975,1129303,7
43113,8600000US43113,43113,426008398,3608862,7
44484,8600000US44484,44484,45307482,22622,7
44272,8600000US44272,44272,58075755,437131,7
96087,8600000US96087,96087,202703981,12904369,7
60099,8600000US60099,60099,58820877,2951675,7
13332,8600000US13332,13332,127385349,379821,7
10804,8600000US10804,10804,11224990,316902,7
45304,8600000US45304,45304,219824871,229462,7
45679,8600000US45679,45679,150246514,16067,7
45314,8600000US45314,45314,131063817,517691,7
12194,8600000US12194,12194,39961919,22439,7
14025,8600000US14025,14025,58000005,0,7
02921,8600000US02921,02921,34039140,297431,7
18462,8600000US18462,18462,69474044,1303392,7
29909,8600000US29909,29909,142938722,70642235,7
78379,8600000US78379,78379,210716556,24610439,7
87730,8600000US87730,87730,582373180,268868,7
74720,8600000US74720,74720,33541642,244296,7
43341,8600000US43341,43341,54582534,0,7
74062,8600000US74062,74062,81608111,2687935,7
12115,8600000US12115,12115,13424438,89117,7
73063,8600000US73063,73063,277982554,652094,7
74756,8600000US74756,74756,124049554,21628973,7
74552,8600000US74552,74552,255969498,1934604,7
15241,8600000US15241,15241,26939049,20332,7
02920,8600000US02920,02920,23785810,585336,7
57460,8600000US57460,57460,310706112,9165878,7
57070,8600000US57070,57070,245383950,708335,7
57331,8600000US57331,57331,190228348,314467,7
97447,8600000US97447,97447,307238152,14632434,7
97209,8600000US97209,97209,2708461,483809,7
14489,8600000US14489,14489,175219858,1089524,7
13148,8600000US13148,13148,155563049,8443304,7
82936,8600000US82936,82936,335949789,49449,7
82224,8600000US82224,82224,348135123,17069,7
06606,8600000US06606,06606,13697460,361561,7
73724,8600000US73724,73724,396168286,33736877,7
43543,8600000US43543,43543,227154469,2307831,7
17260,8600000US17260,17260,92716677,22760,7
37891,8600000US37891,37891,83303935,2828320,7
13753,8600000US13753,13753,242737689,1643731,7
13350,8600000US13350,13350,78789786,1428305,7
12750,8600000US12750,12750,11019773,571521,7
04982,8600000US04982,04982,138233490,1107385,7
64451,8600000US64451,64451,119751642,5422509,7
47126,8600000US47126,47126,90580747,398851,7
52257,8600000US52257,52257,40665449,0,7
97306,8600000US97306,97306,86271881,1222670,7
15314,8600000US15314,15314,44816314,44563,7
15320,8600000US15320,15320,100571558,858199,7
38341,8600000US38341,38341,356369939,17980646,7
16875,8600000US16875,16875,201632710,71811,7
12170,8600000US12170,12170,78008405,1784985,7
13846,8600000US13846,13846,21057941,87534,7
64859,8600000US64859,64859,133692127,110283,7
52135,8600000US52135,52135,67530585,31368,7
42036,8600000US42036,42036,68734648,284223,7
25148,8600000US25148,25148,10032994,168138,7
98853,8600000US98853,98853,20248633,5466154,7
17036,8600000US17036,17036,70854182,633956,7
15344,8600000US15344,15344,37099410,7069,7
75453,8600000US75453,75453,193830869,18242749,7
97437,8600000US97437,97437,57372949,4814003,7
59450,8600000US59450,59450,987388962,3101143,7
65444,8600000US65444,65444,212129743,533532,7
99137,8600000US99137,99137,208444992,99613,7
15026,8600000US15026,15026,86453341,534918,7
15958,8600000US15958,15958,49426467,95689,7
15202,8600000US15202,15202,11387325,1008664,7
97490,8600000US97490,97490,267909946,0,7
97377,8600000US97377,97377,123973887,292589,7
15031,8600000US15031,15031,1205145,0,7
27358,8600000US27358,27358,141058183,2930485,7
27703,8600000US27703,27703,141470745,8351862,7
28685,8600000US28685,28685,157913197,0,7
74423,8600000US74423,74423,141278392,12452964,7
57420,8600000US57420,57420,119695218,53314,7
76650,8600000US76650,76650,27013534,151658,7
18332,8600000US18332,18332,36031559,222138,7
15868,8600000US15868,15868,245165308,1178637,7
45387,8600000US45387,45387,71440855,417739,7
17058,8600000US17058,17058,102193126,405978,7
18969,8600000US18969,18969,43876645,158357,7
17740,8600000US17740,17740,352741130,5345698,7
18049,8600000US18049,18049,38835355,154250,7
28403,8600000US28403,28403,36455765,718929,7
28443,8600000US28443,28443,296711412,2229047,7
97416,8600000US97416,97416,138557868,47911,7
17508,8600000US17508,17508,382285,0,7
36441,8600000US36441,36441,151966898,1886592,7
36375,8600000US36375,36375,315375607,1293571,7
45224,8600000US45224,45224,16649314,0,7
45814,8600000US45814,45814,92370445,47786,7
15774,8600000US15774,15774,138968023,2005439,7
17315,8600000US17315,17315,161887253,1483857,7
16153,8600000US16153,16153,111992179,509392,7
24550,8600000US24550,24550,168603364,589251,7
84730,8600000US84730,84730,28697077,53190,7
53188,8600000US53188,53188,71305503,949611,7
05678,8600000US05678,05678,1831691,118895,7
54412,8600000US54412,54412,187291990,6082457,7
10964,8600000US10964,10964,6388184,0,7
08070,8600000US08070,08070,53125395,8454956,7
73771,8600000US73771,73771,349756514,193318,7
67901,8600000US67901,67901,897631492,1229263,7
52584,8600000US52584,52584,58385850,165374,7
04614,8600000US04614,04614,155941464,62365194,7
50836,8600000US50836,50836,231152063,1676661,7
22812,8600000US22812,22812,111492030,1241951,7
05770,8600000US05770,05770,106998672,582040,7
77642,8600000US77642,77642,50975743,4740475,7
77977,8600000US77977,77977,22332004,0,7
78257,8600000US78257,78257,100827739,437890,7
76873,8600000US76873,76873,116377491,320625,7
59046,8600000US59046,59046,1445004434,2317748,7
54130,8600000US54130,54130,206556518,2858852,7
52620,8600000US52620,52620,137753252,1644034,7
21409,8600000US21409,21409,36247298,11631102,7
62860,8600000US62860,62860,85814541,250650,7
24139,8600000US24139,24139,63379848,4171463,7
05760,8600000US05760,05760,101449763,2037997,7
98943,8600000US98943,98943,2223600,19748,7
76140,8600000US76140,76140,72169308,358209,7
75651,8600000US75651,75651,151992537,566339,7
76676,8600000US76676,76676,55577861,303209,7
44030,8600000US44030,44030,153340611,9319632,7
43938,8600000US43938,43938,82763094,892202,7
07620,8600000US07620,07620,16603679,7306684,7
10805,8600000US10805,10805,4469016,54775,7
14037,8600000US14037,14037,44825993,19887,7
21550,8600000US21550,21550,526787264,6821165,7
62869,8600000US62869,62869,232657664,1698504,7
24853,8600000US24853,24853,56507120,37798,7
24822,8600000US24822,24822,48091514,533684,7
22713,8600000US22713,22713,69025937,254302,7
23168,8600000US23168,23168,60576350,4196788,7
88130,8600000US88130,88130,1619307767,13820490,7
57255,8600000US57255,57255,273707176,5435544,7
07866,8600000US07866,07866,57415644,5973381,7
20639,8600000US20639,20639,108425049,4964875,7
55808,8600000US55808,55808,28030420,6860491,7
39531,8600000US39531,39531,17520248,2575972,7
21221,8600000US21221,21221,38243645,16291234,7
26680,8600000US26680,26680,70383211,787062,7
26263,8600000US26263,26263,79079538,0,7
23149,8600000US23149,23149,130670926,9353635,7
20194,8600000US20194,20194,8170193,143174,7
79046,8600000US79046,79046,414866425,121168,7
08809,8600000US08809,08809,16640535,5721044,7
18301,8600000US18301,18301,102190412,2327401,7
42140,8600000US42140,42140,106721675,1032755,7
40108,8600000US40108,40108,184074706,13778487,7
41528,8600000US41528,41528,19824059,0,7
75167,8600000US75167,75167,252731045,1481984,7
77568,8600000US77568,77568,32551003,1715328,7
23503,8600000US23503,23503,13392444,6563286,7
24279,8600000US24279,24279,208995791,1191669,7
98635,8600000US98635,98635,332246971,5605871,7
27215,8600000US27215,27215,161201363,4812450,7
13743,8600000US13743,13743,152074173,264144,7
49690,8600000US49690,49690,198923055,35395696,7
49918,8600000US49918,49918,122104037,62755506,7
75478,8600000US75478,75478,138076750,2513128,7
76599,8600000US76599,76599,1296058,0,7
78537,8600000US78537,78537,161806312,2459643,7
98445,8600000US98445,98445,26979271,0,7
20191,8600000US20191,20191,21301344,463321,7
98390,8600000US98390,98390,25032468,444335,7
25878,8600000US25878,25878,5268662,21442,7
98684,8600000US98684,98684,18060747,7161,7
12306,8600000US12306,12306,111606247,1723501,7
12138,8600000US12138,12138,207871371,1061904,7
54540,8600000US54540,54540,214693208,45433766,7
20659,8600000US20659,20659,243009921,29120751,7
75561,8600000US75561,75561,128789620,3843768,7
77837,8600000US77837,77837,270330252,2839341,7
26547,8600000US26547,26547,38661530,485740,7
26257,8600000US26257,26257,49381857,0,7
27107,8600000US27107,27107,168486080,1428803,7
45645,8600000US45645,45645,121039288,346444,7
68123,8600000US68123,68123,59381660,3488350,7
04491,8600000US04491,04491,33522191,5855514,7
57787,8600000US57787,57787,1521540318,2376859,7
38152,8600000US38152,38152,133282,0,7
75558,8600000US75558,75558,130174075,1828293,7
76939,8600000US76939,76939,83021382,2165357,7
75978,8600000US75978,75978,1421714,0,7
77026,8600000US77026,77026,16785965,8808,7
25083,8600000US25083,25083,72510294,450513,7
25187,8600000US25187,25187,106052337,1231242,7
26525,8600000US26525,26525,359694819,735610,7
23451,8600000US23451,23451,47735301,5964141,7
74731,8600000US74731,74731,33677534,450738,7
77994,8600000US77994,77994,135272700,247418,7
37690,8600000US37690,37690,59865131,205659,7
38582,8600000US38582,38582,119567419,15214645,7
76471,8600000US76471,76471,453753095,841847,7
79062,8600000US79062,79062,231510498,281931,7
05732,8600000US05732,05732,25461752,4088767,7
78369,8600000US78369,78369,269344926,56507,7
05906,8600000US05906,05906,124653118,1627286,7
05842,8600000US05842,05842,47229611,303757,7
84024,8600000US84024,84024,20320115,0,7
05058,8600000US05058,05058,10624759,2825,7
53597,8600000US53597,53597,134208196,876093,7
37332,8600000US37332,37332,168745805,571974,7
17037,8600000US17037,17037,63930162,107683,7
15324,8600000US15324,15324,995299,0,7
78152,8600000US78152,78152,94905834,811992,7
38236,8600000US38236,38236,94634338,13943,7
37019,8600000US37019,37019,43391786,0,7
22180,8600000US22180,22180,15054969,17193,7
24593,8600000US24593,24593,93973332,232057,7
53923,8600000US53923,53923,200107012,1449984,7
98275,8600000US98275,98275,19768780,2592422,7
53074,8600000US53074,53074,78062596,5408407,7
32713,8600000US32713,32713,53537425,7752849,7
30666,8600000US30666,30666,95069799,1177189,7
76519,8600000US76519,76519,132420533,557600,7
77901,8600000US77901,77901,51231895,0,7
78734,8600000US78734,78734,51929395,11127549,7
77047,8600000US77047,77047,35817620,594998,7
05403,8600000US05403,05403,42477879,496629,7
24064,8600000US24064,24064,85044972,34297,7
54311,8600000US54311,54311,166023585,547271,7
54636,8600000US54636,54636,214184331,2884623,7
03909,8600000US03909,03909,89042008,10663113,7
62814,8600000US62814,62814,183394446,666686,7
04547,8600000US04547,04547,36528530,23483708,7
78662,8600000US78662,78662,206747913,96503,7
76823,8600000US76823,76823,290952121,894086,7
76861,8600000US76861,76861,444148083,157538,7
24258,8600000US24258,24258,107565245,1048081,7
23022,8600000US23022,23022,67695111,1914674,7
21108,8600000US21108,21108,33849002,186376,7
63845,8600000US63845,63845,528648868,17269660,7
04558,8600000US04558,04558,10703534,3279319,7
47230,8600000US47230,47230,129825677,517146,7
04853,8600000US04853,04853,29448063,31839638,7
76693,8600000US76693,76693,200191770,545632,7
75838,8600000US75838,75838,181152801,682882,7
76632,8600000US76632,76632,155558635,1808435,7
99133,8600000US99133,99133,383152947,25920636,7
25154,8600000US25154,25154,48020977,116517,7
25401,8600000US25401,25401,15179587,42877,7
14753,8600000US14753,14753,142509667,542390,7
49234,8600000US49234,49234,56755900,3410316,7
49464,8600000US49464,49464,194992016,339418,7
03827,8600000US03827,03827,46313985,224773,7
46064,8600000US46064,46064,168364943,890302,7
41007,8600000US41007,41007,133980403,10220117,7
78066,8600000US78066,78066,66162110,336705,7
76841,8600000US76841,76841,259017517,27850,7
26184,8600000US26184,26184,100677578,368276,7
25922,8600000US25922,25922,11914756,248497,7
26372,8600000US26372,26372,79426429,3724179,7
08226,8600000US08226,08226,16413023,16820542,7
03745,8600000US03745,03745,90516129,1869203,7
28278,8600000US28278,28278,73768405,9582864,7
64854,8600000US64854,64854,174821765,264992,7
83628,8600000US83628,83628,207557547,1407124,7
83845,8600000US83845,83845,243564128,1813292,7
37034,8600000US37034,37034,185503822,455536,7
37171,8600000US37171,37171,55976252,267626,7
25173,8600000US25173,25173,38768760,57125,7
84096,8600000US84096,84096,181954863,128519,7
05468,8600000US05468,05468,165434037,3920251,7
58032,8600000US58032,58032,263755897,848162,7
56701,8600000US56701,56701,987868319,3969173,7
56728,8600000US56728,56728,502253065,2995910,7
04563,8600000US04563,04563,49817653,16197839,7
02554,8600000US02554,02554,101341414,43409514,7
49406,8600000US49406,49406,4841323,562623,7
21536,8600000US21536,21536,257788079,251375,7
76679,8600000US76679,76679,197536442,4968169,7
56110,8600000US56110,56110,278877336,604846,7
58060,8600000US58060,58060,623430027,6587978,7
45866,8600000US45866,45866,490900,94384,7
54763,8600000US54763,54763,143541607,337775,7
50230,8600000US50230,50230,223891604,90499,7
81090,8600000US81090,81090,1651535739,498132,7
30731,8600000US30731,30731,224642381,239382,7
49913,8600000US49913,49913,181467085,4257890,7
01832,8600000US01832,01832,29420969,1250808,7
68971,8600000US68971,68971,242694415,25776935,7
01951,8600000US01951,01951,35652344,6826519,7
05845,8600000US05845,05845,108355255,854151,7
36913,8600000US36913,36913,24106870,0,7
96111,8600000US96111,96111,86868462,115645,7
72512,8600000US72512,72512,56621094,3335528,7
48807,8600000US48807,48807,72358511,64608,7
56584,8600000US56584,56584,352776764,2584838,7
73550,8600000US73550,73550,556507126,2832099,7
04039,8600000US04039,04039,105253984,2456725,7
48154,8600000US48154,48154,30085175,7419,7
19939,8600000US19939,19939,67421834,15089594,7
33019,8600000US33019,33019,10206070,6929173,7
92124,8600000US92124,92124,27157892,145785,7
01237,8600000US01237,01237,160121630,1140675,7
79927,8600000US79927,79927,73324518,703936,7
05363,8600000US05363,05363,166272266,5561816,7
53576,8600000US53576,53576,81100181,165367,7
54211,8600000US54211,54211,9185983,966,7
54403,8600000US54403,54403,346472219,2829976,7
53295,8600000US53295,53295,606085,0,7
25501,8600000US25501,25501,64755975,12372,7
54858,8600000US54858,54858,49952730,3851387,7
78563,8600000US78563,78563,673006668,200842,7
32180,8600000US32180,32180,277336507,20941995,7
52619,8600000US52619,52619,94003078,1319432,7
50860,8600000US50860,50860,114501863,634709,7
38701,8600000US38701,38701,213971283,19307861,7
04612,8600000US04612,04612,14215206,26686374,7
01852,8600000US01852,01852,12828768,627328,7
48911,8600000US48911,48911,41191696,662617,7
05046,8600000US05046,05046,154846289,3125422,7
05871,8600000US05871,05871,122243154,1252472,7
22737,8600000US22737,22737,104357427,1070304,7
54861,8600000US54861,54861,12326462,0,7
77878,8600000US77878,77878,64884838,501181,7
68770,8600000US68770,68770,237280913,6244126,7
05077,8600000US05077,05077,109418831,392569,7
15935,8600000US15935,15935,62442755,3588749,7
34759,8600000US34759,34759,190201541,11122767,7
60633,8600000US60633,60633,26562790,5011682,6
49689,8600000US49689,49689,203720201,4733847,7
64681,8600000US64681,64681,113529925,8572193,7
53079,8600000US53079,53079,88079335,1297018,7
62919,8600000US62919,62919,126501748,6618311,7
65669,8600000US65669,65669,105851329,273224,7
97017,8600000US97017,97017,112431913,77786,7
18826,8600000US18826,18826,118229316,1192082,7
30217,8600000US30217,30217,672746383,14059332,7
41719,8600000US41719,41719,30464210,205179,7
21719,8600000US21719,21719,8705491,68393,7
64484,8600000US64484,64484,187475910,8441944,7
69365,8600000US69365,69365,47338905,72660,7
58639,8600000US58639,58639,1152510589,1476523,7
03266,8600000US03266,03266,265266402,3989890,7
69214,8600000US69214,69214,753877450,2902374,7
36523,8600000US36523,36523,99196366,21947387,7
35633,8600000US35633,35633,541233562,35875515,7
20674,8600000US20674,20674,5147425,10399913,7
03901,8600000US03901,03901,97503014,875282,7
49112,8600000US49112,49112,111464651,6086323,7
04568,8600000US04568,04568,12853165,16352718,7
07931,8600000US07931,07931,53454931,404116,7
89007,8600000US89007,89007,857520612,4520179,7
49051,8600000US49051,49051,76218847,551874,7
21841,8600000US21841,21841,79837184,2394947,7
67442,8600000US67442,67442,122068773,56752,7
20818,8600000US20818,20818,2640987,1122942,7
85350,8600000US85350,85350,255135434,445749,7
36350,8600000US36350,36350,166332524,74008,7
78237,8600000US78237,78237,19089883,69098,7
66755,8600000US66755,66755,346561636,2101156,7
49636,8600000US49636,49636,30983642,27945599,7
49802,8600000US49802,49802,20523117,1431808,7
02535,8600000US02535,02535,63128921,65865494,7
08016,8600000US08016,08016,58939954,3372993,7
45347,8600000US45347,45347,142793095,590836,7
07747,8600000US07747,07747,32579168,829224,7
11933,8600000US11933,11933,71809975,6255304,7
77983,8600000US77983,77983,292292327,62642452,7
45325,8600000US45325,45325,65773351,420651,7
05494,8600000US05494,05494,88606177,524365,7
78238,8600000US78238,78238,24885674,13641,7
95678,8600000US95678,95678,28119787,0,7
78239,8600000US78239,78239,17190366,41270,7
78243,8600000US78243,78243,1269234,3786,7
95683,8600000US95683,95683,235100690,1078315,7
78248,8600000US78248,78248,10152221,6774,7
63147,8600000US63147,63147,15201454,2295197,7
64153,8600000US64153,64153,94853189,997788,7
04745,8600000US04745,04745,62091069,1181133,7
14589,8600000US14589,14589,113475358,77393,7
10475,8600000US10475,10475,4483699,252857,7
14136,8600000US14136,14136,59969884,10885743,7
08610,8600000US08610,08610,19689836,879407,7
18840,8600000US18840,18840,116630486,2047279,7
05051,8600000US05051,05051,124387213,1861792,7
15362,8600000US15362,15362,67042843,111229,7
92014,8600000US92014,92014,15617878,1228038,7
78250,8600000US78250,78250,24872043,13817,7
95688,8600000US95688,95688,210271734,741164,7
49836,8600000US49836,49836,261738974,54766440,7
08401,8600000US08401,08401,27575386,15643820,7
07823,8600000US07823,07823,65483140,1207296,7
47390,8600000US47390,47390,203110711,272901,7
54757,8600000US54757,54757,406661235,20680227,7
80758,8600000US80758,80758,1798093225,1534739,7
06519,8600000US06519,06519,4329012,1446635,7
72679,8600000US72679,72679,18212367,35452,7
92283,8600000US92283,92283,1926002023,17960529,7
85226,8600000US85226,85226,207611078,730186,7
95689,8600000US95689,95689,71920341,0,7
95690,8600000US95690,95690,148353470,7599458,7
63384,8600000US63384,63384,217544671,2051784,7
49760,8600000US49760,49760,371973595,22826559,7
54650,8600000US54650,54650,80354746,626621,7
54230,8600000US54230,54230,284384193,2676367,7
31522,8600000US31522,31522,140091624,46714545,7
06091,8600000US06091,06091,28774564,2178680,7
20019,8600000US20019,20019,16230006,537700,7
78253,8600000US78253,78253,140699710,179469,7
95692,8600000US95692,95692,140583437,1994681,7
95693,8600000US95693,95693,162731619,123591,7
74964,8600000US74964,74964,195618302,2267676,7
68069,8600000US68069,68069,78352071,10604069,7
08550,8600000US08550,08550,48219143,1508072,7
03048,8600000US03048,03048,76543803,143147,7
54110,8600000US54110,54110,167289800,1751939,7
54853,8600000US54853,54853,241937704,19654665,7
23663,8600000US23663,23663,7195988,889878,7
53807,8600000US53807,53807,276232202,116740,7
78260,8600000US78260,78260,57402601,131508,7
95699,8600000US95699,95699,10517825,66395,7
78261,8600000US78261,78261,77351041,91471,7
78263,8600000US78263,78263,94885445,10755887,7
12920,8600000US12920,12920,240338945,3260020,7
92346,8600000US92346,92346,65842071,331345,7
20015,8600000US20015,20015,8930930,12516,7
26804,8600000US26804,26804,216948346,696080,7
54770,8600000US54770,54770,177348518,337293,7
54837,8600000US54837,54837,454967753,13443286,7
61917,8600000US61917,61917,164873380,0,7
53085,8600000US53085,53085,184218483,1593693,7
95703,8600000US95703,95703,11528269,0,7
78266,8600000US78266,78266,97347785,856089,7
95714,8600000US95714,95714,8707774,34049,7
83660,8600000US83660,83660,310734568,4670347,7
30517,8600000US30517,30517,72376151,699580,7
53035,8600000US53035,53035,91745160,1193251,7
61855,8600000US61855,61855,26399907,0,7
04471,8600000US04471,04471,248672756,5556495,7
01259,8600000US01259,01259,65593266,2042077,7
03290,8600000US03290,03290,118688582,4694162,7
41837,8600000US41837,41837,34603502,36042,7
25837,8600000US25837,25837,14128691,14267,7
26430,8600000US26430,26430,31743119,184030,7
05656,8600000US05656,05656,120922169,991734,7
22972,8600000US22972,22972,37027861,186985,7
95715,8600000US95715,95715,67484318,2791223,7
95722,8600000US95722,95722,28297801,634902,7
95736,8600000US95736,95736,649349,0,7
95746,8600000US95746,95746,45731750,113713,7
19968,8600000US19968,19968,162415209,2185541,7
04674,8600000US04674,04674,21958817,48531524,7
04625,8600000US04625,04625,5470253,11644243,7
67669,8600000US67669,67669,852827027,8972134,7
01906,8600000US01906,01906,27987365,2592073,7
24375,8600000US24375,24375,159435202,142276,7
23960,8600000US23960,23960,111381932,611925,7
54623,8600000US54623,54623,135701792,16793,7
78349,8600000US78349,78349,327049100,235294,7
78352,8600000US78352,78352,4071784,0,7
78353,8600000US78353,78353,525822551,83344,7
95765,8600000US95765,95765,32091219,81148,7
31647,8600000US31647,31647,116601158,2527179,7
04421,8600000US04421,04421,20140011,31684539,7
04105,8600000US04105,04105,75875670,17986605,7
22949,8600000US22949,22949,95279834,30167,7
24714,8600000US24714,24714,32640586,2982,7
54423,8600000US54423,54423,138359181,1697363,7
82837,8600000US82837,82837,121071707,94066,7
03779,8600000US03779,03779,103105715,3811666,7
95776,8600000US95776,95776,239377455,2896364,7
78358,8600000US78358,78358,1363232,8782,7
78362,8600000US78362,78362,49108647,1642556,7
95817,8600000US95817,95817,5933958,0,7
95818,8600000US95818,95818,9948050,376891,7
50450,8600000US50450,50450,209812893,4268389,7
66404,8600000US66404,66404,173616013,231368,7
61469,8600000US61469,61469,117989785,10978379,7
03903,8600000US03903,03903,51264300,3999811,7
08831,8600000US08831,08831,130366770,956203,7
18013,8600000US18013,18013,155703598,4401994,7
79905,8600000US79905,79905,16787941,385135,7
85050,8600000US85050,85050,37759475,110821,7
85705,8600000US85705,85705,35206205,267672,7
85352,8600000US85352,85352,161105436,0,7
71759,8600000US71759,71759,16406589,0,7
78548,8600000US78548,78548,10127733,0,7
78550,8600000US78550,78550,247625131,2542071,7
78557,8600000US78557,78557,30381078,840287,7
78560,8600000US78560,78560,34999205,2671627,7
78567,8600000US78567,78567,4779047,16563,7
04046,8600000US04046,04046,114972816,7957380,7
04843,8600000US04843,04843,47887430,14099681,7
41034,8600000US41034,41034,72461695,3516619,7
12054,8600000US12054,12054,40007380,78543,7
44683,8600000US44683,44683,177317369,2214311,7
85930,8600000US85930,85930,483293376,2286174,7
71827,8600000US71827,71827,148496383,448464,7
78569,8600000US78569,78569,343906194,2486703,7
30354,8600000US30354,30354,27841657,62060,7
30024,8600000US30024,30024,110246750,1816239,7
30101,8600000US30101,30101,104486746,5827418,7
40104,8600000US40104,40104,164365465,25892519,7
66521,8600000US66521,66521,473954503,1263363,7
44021,8600000US44021,44021,105954258,3376738,7
27980,8600000US27980,27980,133771459,231486,7
45629,8600000US45629,45629,78850802,1514400,7
95612,8600000US95612,95612,143682763,7179476,7
95003,8600000US95003,95003,91030622,3537572,7
78572,8600000US78572,78572,200782329,2910754,7
78574,8600000US78574,78574,152364160,0,7
78575,8600000US78575,78575,31914917,1374184,7
78576,8600000US78576,78576,99551396,8234,7
40222,8600000US40222,40222,27021039,2448251,7
21102,8600000US21102,21102,104814617,1625402,7
15012,8600000US15012,15012,86902968,975664,7
97402,8600000US97402,97402,178928074,16695471,7
98315,8600000US98315,98315,28766166,2962517,7
92356,8600000US92356,92356,1019832859,0,7
95385,8600000US95385,95385,64333465,307195,7
96092,8600000US96092,96092,127912599,49044,7
90017,8600000US90017,90017,1881080,0,7
78577,8600000US78577,78577,82255667,275463,7
78579,8600000US78579,78579,21711370,282233,7
96038,8600000US96038,96038,46183905,60343,7
52544,8600000US52544,52544,354995853,988969,7
21676,8600000US21676,21676,16266579,20862854,7
61704,8600000US61704,61704,47792559,24508,7
35905,8600000US35905,35905,107540182,1530679,7
35133,8600000US35133,35133,125135723,2162146,7
92660,8600000US92660,92660,25258888,2813379,7
94606,8600000US94606,94606,5921409,566564,7
80634,8600000US80634,80634,96552333,238573,7
80497,8600000US80497,80497,34245121,0,7
78583,8600000US78583,78583,228805046,13082988,7
78585,8600000US78585,78585,26168667,822782,7
60531,8600000US60531,60531,150904338,124830,7
70632,8600000US70632,70632,252822330,24768774,7
18417,8600000US18417,18417,151469661,3851887,7
06280,8600000US06280,06280,37637998,1420544,7
02459,8600000US02459,02459,12962349,218479,7
01772,8600000US01772,01772,35264811,3918356,7
38863,8600000US38863,38863,731646373,4535695,7
07758,8600000US07758,07758,3940532,92709,7
97341,8600000US97341,97341,18949010,1385669,7
96055,8600000US96055,96055,163727573,1674658,7
96063,8600000US96063,96063,31030918,117777,7
